length,path,min_leg_kzt,total_kzt
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100,10000.0,348286.0
5,100000004007116100 -> 100000003616818100 -> 100000004005964100 -> 100000002731501100 -> 100000004160650100 -> 100000004007116100,10000.0,640744.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,205522.0
2,100000008474308100 -> 100000008443341100 -> 100000008474308100,10000.0,24000.0
6,100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004403675100 -> 100000000331309100 -> 100000008686313100,10000.0,568886.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000008686313100,10000.0,1255783.0
5,100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008137435100 -> 100000008686313100,10000.0,184528.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000008686313100,10000.0,416769.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100,10000.0,347862.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000008686313100,10000.0,482350.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000005048668100 -> 100000008603629100 -> 100000008686313100,10000.0,217929.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,10000.0,231828.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000008686313100,10000.0,221568.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000008686313100,10000.0,371056.0
4,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,149485.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,441414.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004070318100,10000.0,483139.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000004070318100,10000.0,525780.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,449798.0
6,100000008686313100 -> 100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,237591.0
6,100000008686313100 -> 100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000008686313100,10000.0,1269139.0
6,100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100,10000.0,1247772.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000004070318100,10000.0,755252.0
6,100000008686313100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000008686313100,10000.0,1802609.0
6,100000008686313100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,224235.0
6,100000008686313100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100,10000.0,882967.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100 -> 100000008686313100,10000.0,468553.0
6,100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004847758100,10000.0,128380.0
6,100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100,10000.0,175385.0
6,100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000006866783100 -> 100000000089154100 -> 100000005782781100 -> 100000004847758100,10000.0,158717.0
6,100000004847758100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004847758100,10000.0,663061.0
6,100000004847758100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100,10000.0,691353.0
5,100000004007116100 -> 100000003616818100 -> 100000004160650100 -> 100000004005964100 -> 100000002731501100 -> 100000004007116100,10000.0,309960.0
4,100000004007116100 -> 100000002731501100 -> 100000004160650100 -> 100000004005964100 -> 100000004007116100,10000.0,124900.0
3,100000004007116100 -> 100000002731501100 -> 100000004160650100 -> 100000004007116100,10000.0,585744.0
5,100000004007116100 -> 100000002731501100 -> 100000004160650100 -> 100000003616818100 -> 100000004005964100 -> 100000004007116100,10000.0,145000.0
2,100000004007116100 -> 100000002731501100 -> 100000004007116100,10000.0,211960.0
4,100000004007116100 -> 100000004005964100 -> 100000003616818100 -> 100000004160650100 -> 100000004007116100,10000.0,615844.0
5,100000004007116100 -> 100000004005964100 -> 100000003616818100 -> 100000004160650100 -> 100000002731501100 -> 100000004007116100,10000.0,832430.0
2,100000004007116100 -> 100000004005964100 -> 100000004007116100,10000.0,37000.0
4,100000004007116100 -> 100000004005964100 -> 100000002731501100 -> 100000004160650100 -> 100000004007116100,10000.0,595744.0
3,100000004007116100 -> 100000004005964100 -> 100000002731501100 -> 100000004007116100,10000.0,221960.0
2,100000003509750100 -> 100000004697956100 -> 100000003509750100,10000.0,20000.0
6,100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000004351795100,10000.0,784853.0
6,100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100 -> 100000004351795100,10000.0,696352.0
6,100000004847758100 -> 100000008603629100 -> 100000001660397100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100,10000.0,156672.0
6,100000004847758100 -> 100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000005782781100 -> 100000004847758100,10000.0,150869.0
6,100000008686313100 -> 100000008603629100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,740203.0
6,100000004847758100 -> 100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000004847758100,10000.0,194927.0
6,100000004847758100 -> 100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100,10000.0,188741.0
6,100000004847758100 -> 100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000000089154100 -> 100000005782781100 -> 100000004847758100,10000.0,172073.0
4,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004847758100,10000.0,94497.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000005782781100 -> 100000004847758100,10000.0,161006.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004679953100 -> 100000005782781100 -> 100000004847758100,10000.0,155442.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000000089154100 -> 100000005782781100 -> 100000004847758100,10000.0,139139.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000005782781100 -> 100000004847758100,10000.0,180939.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000004847758100,10000.0,161997.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000005782781100 -> 100000004847758100,10000.0,238295.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000004847758100,10000.0,429377.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000004847758100,10000.0,219017.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000005782781100 -> 100000004847758100,10000.0,183540.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000004847758100,10000.0,284598.0
4,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100,10000.0,122789.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000004847758100,10000.0,173304.0
6,100000004847758100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004679953100 -> 100000005782781100 -> 100000004847758100,10000.0,255207.0
4,100000004007116100 -> 100000003616818100 -> 100000004005964100 -> 100000002731501100 -> 100000004007116100,10000.0,266960.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000008686313100,10000.0,242761.0
6,100000004070318100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000001660397100 -> 100000008413748100 -> 100000004070318100,10000.0,149121.55
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000008686313100,10000.0,467387.0
6,100000004070318100 -> 100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,145800.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,523914.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000008686313100,10000.0,1555462.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100,10000.0,658294.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,10000.0,216865.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,515530.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000000437046100 -> 100000008686313100,10000.0,1275895.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100,10000.0,332899.0
6,100000008686313100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100,10000.0,420703.0
6,100000008686313100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,277939.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,10000.0,188573.0
6,100000008686313100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000000331309100 -> 100000008686313100,10000.0,694042.0
6,100000008686313100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000008686313100,10000.0,380481.0
6,100000004070318100 -> 100000008346837100 -> 100000004351795100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,223292.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100,10000.0,310365.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100,10000.0,1210655.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100 -> 100000008686313100,10000.0,206605.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000004390333100 -> 100000006866783100 -> 100000008686313100,10000.0,356093.0
4,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008686313100,10000.0,134522.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000008686313100,10000.0,612166.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004351795100 -> 100000000437046100 -> 100000008686313100,10000.0,1765492.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000008686313100,10000.0,271202.0
5,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008137435100 -> 100000008686313100,10000.0,147411.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004403675100 -> 100000000331309100 -> 100000008686313100,10000.0,531769.0
4,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100,10000.0,277286.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000000437046100 -> 100000008686313100,10000.0,1302839.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000008686313100,10000.0,233549.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000008686313100,10000.0,1199088.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100 -> 100000008686313100,10000.0,453590.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000008686313100,10000.0,344786.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000002306369100 -> 100000008603629100 -> 100000008686313100,10000.0,236827.0
5,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008137435100 -> 100000008686313100,10000.0,162374.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004351795100 -> 100000008603629100 -> 100000008686313100,10000.0,286165.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000008686313100,10000.0,401806.0
6,100000004070318100 -> 100000008346837100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004070318100,10000.0,734163.0
6,100000004070318100 -> 100000008346837100 -> 100000004351795100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000004070318100,10000.0,692438.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004403675100 -> 100000000331309100 -> 100000008686313100,10000.0,546732.0
6,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,10000.0,200415.0
4,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008686313100,10000.0,292249.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000005048668100 -> 100000008603629100 -> 100000008686313100,10000.0,202966.0
6,100000004070318100 -> 100000008346837100 -> 100000004351795100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004070318100,10000.0,265017.0
4,100000004070318100 -> 100000008603629100 -> 100000007639767100 -> 100000006866783100 -> 100000004070318100,10000.0,121573.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000008686313100,10000.0,627129.0
6,100000004070318100 -> 100000008603629100 -> 100000001609499100 -> 100000006866783100 -> 100000000089154100 -> 100000000437046100 -> 100000004070318100,10000.0,221782.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004390333100 -> 100000008603629100 -> 100000008686313100,10000.0,248512.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100 -> 100000008686313100,10000.0,227798.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000008686313100,10000.0,359749.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000008304139100 -> 100000008603629100 -> 100000008686313100,10000.0,325328.0
6,100000008686313100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100 -> 100000008304139100 -> 100000000437046100 -> 100000008686313100,10000.0,1233189.0
6,100000008686313100 -> 100000000437046100 -> 100000007639767100 -> 100000006866783100 -> 100000004847758100 -> 100000008603629100 -> 100000008686313100,10000.0,203536.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000003968044100 -> 100000008603629100,9500.0,207622.0
6,100000008086440100 -> 100000000437046100 -> 100000007639767100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000008086440100,9500.0,317001.0
6,100000004070318100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000007639767100 -> 100000000437046100 -> 100000004070318100,9500.0,214005.0
6,100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000005910114100 -> 100000008603629100,9500.0,445213.0
6,100000008086440100 -> 100000008603629100 -> 100000007639767100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000008086440100,9500.0,335255.0
6,100000005910114100 -> 100000006866783100 -> 100000007639767100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000005910114100,9500.0,453597.0
6,100000004070318100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000008086440100 -> 100000000437046100 -> 100000004070318100,9500.0,388933.0
6,100000004070318100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000005910114100 -> 100000006866783100 -> 100000004070318100,9500.0,505104.0
6,100000004070318100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000007639767100 -> 100000006866783100 -> 100000004070318100,9500.0,148730.0
4,100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000007639767100 -> 100000004400305100,9500.0,64205.0
2,100000000580561100 -> 100000007939160100 -> 100000000580561100,9300.0,804300.0
6,100000004070318100 -> 100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004070318100,9000.0,276166.0
6,100000004390333100 -> 100000008477350100 -> 100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004390333100,9000.0,299790.0
6,100000004390333100 -> 100000006866783100 -> 100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004390333100,9000.0,186507.0
6,100000004390333100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004390333100,9000.0,129807.0
6,100000004847758100 -> 100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004847758100,9000.0,164719.0
6,100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100 -> 100000000089154100,9000.0,175200.0
6,100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005910114100 -> 100000006866783100 -> 100000000089154100,9000.0,442580.0
6,100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100 -> 100000000089154100,9000.0,232220.0
6,100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008304139100 -> 100000006866783100 -> 100000000089154100,9000.0,297801.0
6,100000008304139100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008304139100,9000.0,177101.0
2,100000002527114100 -> 100000006656003100 -> 100000002527114100,9000.0,29000.0
6,100000008686313100 -> 100000006866783100 -> 100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008686313100,9000.0,238217.0
6,100000008304139100 -> 100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008304139100,9000.0,358267.0
6,100000005910114100 -> 100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005910114100,9000.0,503046.0
6,100000004070318100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004070318100,9000.0,119000.0
4,100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005910114100,9000.0,193184.0
6,100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000005910114100,9000.0,278883.0
6,100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008304139100 -> 100000008477350100 -> 100000005910114100,9000.0,347084.0
6,100000008686313100 -> 100000008477350100 -> 100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008686313100,9000.0,349200.0
6,100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005052998100 -> 100000008477350100 -> 100000007593823100,9000.0,108900.0
6,100000008686313100 -> 100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008686313100,9000.0,298683.0
6,100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000001609499100 -> 100000006866783100,9000.0,292686.0
6,100000004070318100 -> 100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004070318100,9000.0,121778.0
6,100000008587459100 -> 100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008587459100,9000.0,396173.0
6,100000004070318100 -> 100000008346837100 -> 100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004070318100,9000.0,275084.0
6,100000008587459100 -> 100000006866783100 -> 100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008587459100,9000.0,335707.0
6,100000008686313100 -> 100000008477350100 -> 100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008686313100,9000.0,179217.0
2,100000004400305100 -> 100000003213473100 -> 100000004400305100,9000.0,66500.0
4,100000007593823100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000007593823100,9000.0,71000.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004390333100 -> 100000008603629100,9000.0,154459.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005048668100 -> 100000008603629100,9000.0,150820.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000002723538100 -> 100000008603629100,9000.0,175652.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005910114100 -> 100000008603629100,9000.0,401444.0
6,100000004070318100 -> 100000008477350100 -> 100000005910114100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004070318100,9000.0,288983.0
6,100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008304139100 -> 100000008603629100,9000.0,280753.0
6,100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000003213473100 -> 100000006866783100,9000.0,235666.0
6,100000008686313100 -> 100000008603629100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000008686313100,9000.0,213569.0
6,100000004070318100 -> 100000006866783100 -> 100000000089154100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004070318100,9000.0,215700.0
6,100000004390333100 -> 100000006866783100 -> 100000002306369100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004390333100,9000.0,246973.0
5,100000004188160100 -> 100000003016635100 -> 100000008188026100 -> 100000004527381100 -> 100000004156082100 -> 100000004188160100,8600.0,483157.27999999997
4,100000005287097100 -> 100000004156082100 -> 100000004188160100 -> 100000003016635100 -> 100000005287097100,8600.0,187823.0
2,100000002175422100 -> 100000002975437100 -> 100000002175422100,8500.0,538500.0
6,100000005910114100 -> 100000002957787100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000005910114100,8104.99,201128.99
6,100000005910114100 -> 100000002957787100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000008346837100 -> 100000005910114100,8104.99,302969.99
6,100000005910114100 -> 100000002957787100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000008477350100 -> 100000005910114100,8104.99,365927.99
2,100000001899164100 -> 100000002193259100 -> 100000001899164100,8000.0,17500.0
2,100000001788284100 -> 100000001526235100 -> 100000001788284100,8000.0,64000.0
2,100000005546031100 -> 100000005547096100 -> 100000005546031100,8000.0,24300.0
2,100000003886323100 -> 100000007749092100 -> 100000003886323100,7650.0,78025.0
6,100000004070318100 -> 100000002957787100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000004400305100 -> 100000004070318100,7600.0,92704.98999999999
5,100000004070318100 -> 100000002957787100 -> 100000008137435100 -> 100000008686313100 -> 100000000437046100 -> 100000004070318100,7600.0,228200.0
5,100000004070318100 -> 100000002957787100 -> 100000008137435100 -> 100000008686313100 -> 100000006866783100 -> 100000004070318100,7600.0,221825.0
4,100000004070318100 -> 100000002957787100 -> 100000002645993100 -> 100000008413748100 -> 100000004070318100,7600.0,64601.55
6,100000004070318100 -> 100000002957787100 -> 100000002645993100 -> 100000008413748100 -> 100000008304139100 -> 100000000437046100 -> 100000004070318100,7600.0,181171.75
6,100000004070318100 -> 100000002957787100 -> 100000002645993100 -> 100000008413748100 -> 100000008304139100 -> 100000006866783100 -> 100000004070318100,7600.0,269896.75
6,100000004070318100 -> 100000002957787100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000006866783100 -> 100000004070318100,7600.0,192929.99
6,100000000331309100 -> 100000004746397100 -> 100000002957787100 -> 100000003582677100 -> 100000008111003100 -> 100000003796063100 -> 100000000331309100,7500.0,513324.99
2,100000005077484100 -> 100000001380054100 -> 100000005077484100,7050.0,157050.0
2,100000002838861100 -> 100000002812641100 -> 100000002838861100,7023.95,17023.95
